Status,Excel Row,Parent Code,Parent Description,Expected RM Code,Excel RM Code Cell,Expected Role,DB Role,Expected Alternate Flag,DB Alternate Flag,Excel Qty Raw,Expected Qty,DB Qty,Excel UOM,DB UOM,Excel RM Description,DB RM Description,DB items.material,DB RM Item Type,DB RM Size,DB Make/Buy,Excel Parent BOM,DB BOM No,DB Cutting Size,DB Link ID,DB Link Count
UOM_MISMATCH,9778,NACLS0000115,Clamping Sleeve of N5015.1 ID 35 x OD 58 x TL 62,NRRBR0000090,NRRBR0000090,NORMAL,NORMAL,0,0,70,70,70,mm,Kg.,Round Bar EN47 70 MM,Round Bar EN47 70 MM,,PART,,I,B0005253,B0005253,,415,1
UOM_MISMATCH,10898,NACLS0000116,Clamping Sleeve of N5015.2 ID 38 x OD 60 X TL 62,NRRBR0000090,NRRBR0000090,NORMAL,NORMAL,0,0,70,70,70,mm,Kg.,Round Bar EN47 70 MM,Round Bar EN47 70 MM,,PART,,I,B0006070,B0006070,,32179,1
UOM_MISMATCH,4310,NACLS0000135,Clamping Sleeve of N5015.2 ID 38 x OD 60,NRRBR0000090,NRRBR0000090,NORMAL,NORMAL,0,0,70,70,70,mm,Kg.,Round Bar EN47 70 MM,Round Bar EN47 70 MM,,PART,,I,B0002675,B0002675,,366,1
NORMAL_ALTERNATE_FLAG_MISMATCH,1974,NAFRN0000026,Front Nut of N7012 - 130 x 180 x 38,NRRBR0000006,NRRBR0000006,NORMAL,ALTERNATE,0,1,55,55,55,mm,mm,Round Bar EN19 110 MM,Round Bar EN19 110 MM,,PART,,I,B0000120,B0000120,53 mm,33021,1
NORMAL_ALTERNATE_FLAG_MISMATCH,1978,NAFRN0000027,Front Nut of N7012 - 140 x 190 x 38,NRRBR0000006,NRRBR0000006,NORMAL,ALTERNATE,0,1,61,61,61,mm,mm,Round Bar EN19 110 MM,Round Bar EN19 110 MM,,PART,,I,,,59 mm,33030,1
NORMAL_ALTERNATE_FLAG_MISMATCH,1989,NAFRN0000028,Front Nut of N7012 - 150 x 200 x 38,NRRBR0000006,NRRBR0000006,NORMAL,ALTERNATE,0,1,62,62,62,mm,mm,Round Bar EN19 110 MM,Round Bar EN19 110 MM,,PART,,I,,,60 mm,33039,1
NORMAL_ALTERNATE_FLAG_MISMATCH,1699,NAFRN0000031,Front Nut of N7012 - 180 x 235 x 44,NRRBR0000236,NRRBR0000236,NORMAL,ALTERNATE,0,1,90,90,90,mm,mm,Round Bar EN19 105 MM,Round Bar EN19 105 MM,,PART,,I,,,88 mm,32764,1
UOM_MISMATCH,19724,NAFRN0000049,Front Nut of N7036 ID 50 x OD 85,NRRBR0000124,NRRBR0000124,NORMAL,NORMAL,0,0,27,27,27,mm,Kg.,Round Bar EN19 85 MM,Round Bar EN19 85 MM,,PART,,I,B0009485,B0009485,,35871,1
NORMAL_ALTERNATE_FLAG_MISMATCH,15089,NAFRN0000069,Front Nut of N7036 - 300 x 385 x 144,NRRBR0000227,NRRBR0000227,NORMAL,ALTERNATE,0,1,115,115,115,mm,mm,Round Bar EN19 210 mm,Round Bar EN19 210 mm,,PART,CUTTING SIZE - 16mm,I,B0007699,,113 mm,25999,1
NORMAL_ALTERNATE_FLAG_MISMATCH,9950,NAFRN0000156,Front Nut of N7515 - 80 x 120 x 60,NRRBR0000188,NRRBR0000188,NORMAL,ALTERNATE,0,1,29,29,29,mm,mm,Round Bar 4140 125 MM,Round Bar 4140 125 MM,,PART,CUTTING SIZE - 56mm,I,B0002153,B0002153,27 mm,24939,1
NORMAL_ALTERNATE_FLAG_MISMATCH,3051,NAFRN0000160,Front Nut of N7515 - 100 x 145 x 70,NRRBR0000004,NRRBR0000004,NORMAL,ALTERNATE,0,1,33,33,33,mm,mm,Round Bar EN19 150 MM,Round Bar EN19 150 MM,,PART,,I,B0001929,B0001929,31 mm,33553,1
NORMAL_ALTERNATE_FLAG_MISMATCH,8746,NAFRN0000161,Front Nut of N7515 - 110 x 155 x 70,NRRBR0000006,NRRBR0000006 / NRRBR0000022,ALTERNATE,NORMAL,1,0,60/33,60,60,mm,mm,Round Bar EN19 110 MM / Round Bar EN19 160 MM,Round Bar EN19 110 MM,,PART,,I,B0000873,,58 mm,24633,1
NORMAL_ALTERNATE_FLAG_MISMATCH,1419,NAFRN0000161,Front Nut of N7515 - 110 x 155 x 70,NRRBR0000022,NRRBR0000022,NORMAL,ALTERNATE,0,1,33,33,33,mm,mm,Round Bar EN19 160 MM,Round Bar EN19 160 MM,,PART,,I,B0000873,B0000873,31 mm,32757,1
NORMAL_ALTERNATE_FLAG_MISMATCH,8751,NAFRN0000162,Front Nut of N7515 - 120 x 165 x 70,NRRBR0000006,NRRBR0000006 / NRRBR0000197,ALTERNATE,NORMAL,1,0,66/65,66,66,mm,mm,Round Bar EN19 110 MM / Round Bar EN19 100 MM,Round Bar EN19 110 MM,,PART,,I,B0002861,,64 mm,24641,1
NORMAL_ALTERNATE_FLAG_MISMATCH,4799,NAFRN0000162,Front Nut of N7515 - 120 x 165 x 70,NRRBR0000197,NRRBR0000197,NORMAL,ALTERNATE,0,1,65,65,65,mm,mm,Round Bar EN19 100 MM,Round Bar EN19 100 MM,,PART,,I,B0002861,B0002861,63 mm,33901,1
NORMAL_ALTERNATE_FLAG_MISMATCH,8989,NAFRN0000164,Front Nut of N7515 - 140 x 190 x 79,NRRBR0000150,NRRBR0000173 / NRRBR0000150,NORMAL,ALTERNATE,0,1,76/73,73,73,mm,mm,Round Bar EN19 120 MM,Round Bar 4140 120 MM,,PART,,I,B0000849,,71 mm,38374,1
NORMAL_ALTERNATE_FLAG_MISMATCH,8989,NAFRN0000164,Front Nut of N7515 - 140 x 190 x 79,NRRBR0000173,NRRBR0000173 / NRRBR0000150,ALTERNATE,NORMAL,1,0,76/73,76,76,mm,mm,Round Bar EN19 120 MM,Round Bar EN19 120 MM,,PART,,I,B0000849,,74 mm,24745,1
NORMAL_ALTERNATE_FLAG_MISMATCH,1404,NAFRN0000165,Front Nut of N7515 - 150 x 200 x 79,NRRBR0000236,NRRBR0000236,NORMAL,ALTERNATE,0,1,102,102,102,mm,mm,Round Bar EN19 105 MM,Round Bar EN19 105 MM,,PART,,I,B0000856,B0000856,100 mm,33324,1
NORMAL_ALTERNATE_FLAG_MISMATCH,7024,NAFRN0000166,Front Nut of N7515 - 160 x 210 x 79,NRRBR0000173,NRRBR0000173,NORMAL,ALTERNATE,0,1,86,86,86,mm,mm,Round Bar EN19 120 MM,Round Bar EN19 120 MM,,PART,,I,B0000860,B0000860,84 mm,24254,1
NORMAL_ALTERNATE_FLAG_MISMATCH,6280,NAFRN0000167,Front Nut of N7515 - 170 x 225 x 92,NRRBR0000002,NRRBR0000002 / NRRBR0000004,ALTERNATE,NORMAL,1,0,82/71,82,82,mm,mm,Round Bar EN19 140 MM / Round Bar EN19 150 MM,Round Bar EN19 140 MM,,PART,CUTTING SIZE - 38mm,I,B0000852,,80 mm,24078,1
NORMAL_ALTERNATE_FLAG_MISMATCH,1400,NAFRN0000167,Front Nut of N7515 - 170 x 225 x 92,NRRBR0000004,NRRBR0000004,NORMAL,ALTERNATE,0,1,71,71,71,mm,mm,Round Bar EN19 150 MM,Round Bar EN19 150 MM,,PART,,I,B0000852,B0000852,69 mm,33760,1
NORMAL_ALTERNATE_FLAG_MISMATCH,1416,NAFRN0000169,Front Nut of N7515 - 190 x 250 x 102,NRRBR0000002,NRRBR0000002,NORMAL,ALTERNATE,0,1,106,106,106,mm,mm,Round Bar EN19 140 MM,Round Bar EN19 140 MM,,PART,CUTTING SIZE - 38mm,I,B0000869,B0000869,104 mm,33876,1
NORMAL_ALTERNATE_FLAG_MISMATCH,1412,NAFRN0000170,Front Nut of N7515 - 200 x 260 x 102,NRRBR0000207,NRRBR0000207,NORMAL,ALTERNATE,0,1,95,95,95,mm,mm,Round Bar 4140 150 mm,Round Bar 4140 150 mm,,PART,,I,B0000864,B0000864,93 mm,38375,1
NORMAL_ALTERNATE_FLAG_MISMATCH,279,NAFRN0000171,Front Nut of N7515 - 220 x 285 x 110,NRRBR0000022,NRRBR0000022 / NRRBR0000140,ALTERNATE,NORMAL,1,0,102/81,102,102,mm,mm,Round Bar EN19 160 MM / Round Bar EN19 180 MM,Round Bar EN19 160 MM,,PART,,I,B0000206,,100 mm,33616,1
NORMAL_ALTERNATE_FLAG_MISMATCH | QUANTITY_MISMATCH,279,NAFRN0000171,Front Nut of N7515 - 220 x 285 x 110,NRRBR0000140,NRRBR0000022 / NRRBR0000140,NORMAL,ALTERNATE,0,1,102/81,81,83,mm,mm,Round Bar EN19 160 MM / Round Bar EN19 180 MM,Round Bar EN19 180 MM,,PART,,I,B0000206,B0000206,81 mm,24451,1
QUANTITY_MISMATCH,292,NAFRN0000172,Front Nut of N7515 - 240 x 305 x 108,NRRBR0000140,NRRBR0000140,NORMAL,NORMAL,0,0,87/86,86,87,mm,mm,Round Bar EN19 180 MM,Round Bar EN19 180 MM,,PART,,I,B0000213,B0000213,85 mm,22153,1
RAW_MATERIAL_ITEM_MISSING,2533,NAFRN0000181,Front Nut of N7016.1 - 24 x 55 x 40,NRRBR0000100,NRRBR0000100,NORMAL,NORMAL,0,0,24,24,24,mm,mm,Round Bar EN9 60 MM,,,,,I,B0001592,B0001592,22 mm,23123,1
UOM_MISMATCH,3951,NAFRN0000185,Front Nut of N7016.1 - 35 x 60 x 54,NRRBR0000102,NRRBR0000102,NORMAL,NORMAL,0,0,24,24,24,mm,Kg.,RoundBar EN9 65 MM,RoundBar EN9 65 MM,RoundBar EN9 65 MM,PART,CUTTING SIZE - 23 MM,I,B0002444,B0002444,,23835,1
UOM_MISMATCH,16480,NAFRN0000186,Front Nut of N7016.1 - 38 x 75 x 54,NRRBR0000124,NRRBR0000124,NORMAL,NORMAL,0,0,27,27,27,mm,Kg.,Round Bar EN19 85 MM,Round Bar EN19 85 MM,,PART,,I,B0008136,B0008136,,26198,1
NORMAL_ALTERNATE_FLAG_MISMATCH,2177,NAFRN0000187,Front Nut of N7016.1 - 40 x 75 x 54,NRRBR0000007,NRRBR0000007,NORMAL,ALTERNATE,0,1,27,27,27,mm,mm,Round Bar EN19 80 MM,Round Bar EN19 80 MM,,PART,,I,B0000319,B0000319,25 mm,33151,1
UOM_MISMATCH,410,NAFRN0000187,Front Nut of N7016.1 - 40 x 75 x 54,NRRBR0000124,NRRBR0000124 / NRRBR0000007,NORMAL,NORMAL,0,0,26/27,26,26,mm,Kg.,Round Bar EN19 85 MM / Round Bar EN19 80 MM,Round Bar EN19 85 MM,,PART,,I,B0000319,,,22312,1
UOM_MISMATCH,11050,NAFRN0000188,Front Nut of N7016.1 - 42 x 75 x 54,NRRBR0000124,NRRBR0000124,NORMAL,NORMAL,0,0,27,27,27,mm,Kg.,Round Bar EN19 85 MM,Round Bar EN19 85 MM,,PART,,I,B0008131,B0008131,,25230,1
NORMAL_ALTERNATE_FLAG_MISMATCH,2697,NAFRN0000189,Front Nut of N7016.1 - 45 x 75 x 54,NRRBR0000007,NRRBR0000007,NORMAL,ALTERNATE,0,1,27,27,27,mm,mm,Round Bar EN19 80 MM,Round Bar EN19 80 MM,,PART,,I,B0001688,,25 mm,23172,1
NORMAL_ALTERNATE_FLAG_MISMATCH | UOM_MISMATCH,2180,NAFRN0000191,Front Nut of N7016.1 - 50 x 80 x 66,NRRBR0000124,NRRBR0000124,NORMAL,ALTERNATE,0,1,32,32,32,mm,Kg.,Round Bar EN19 85 MM,Round Bar EN19 85 MM,,PART,,I,B0000345,B0000345,,10915,1
UOM_MISMATCH,444,NAFRN0000191,Front Nut of N7016.1 - 50 x 80 x 66,NRRBR0000124,NRRBR0000005 / NRRBR0000124,ALTERNATE,ALTERNATE,1,1,31/32,32,32,mm,Kg.,Round Bar EN19 90 MM / Round Bar EN19 85 MM,Round Bar EN19 85 MM,,PART,,I,B0000345,B0000345,,10915,1
NORMAL_ALTERNATE_FLAG_MISMATCH,2741,NAFRN0000192,Front Nut of N7016.1 - 55 x 85 x 66,NRRBR0000114,NRRBR0000114,NORMAL,ALTERNATE,0,1,32,32,32,mm,mm,Round Bar EN9 90 MM,Round Bar EN9 90 MM,,PART,,I,B0001713,B0001713,30 mm,33435,1
NORMAL_ALTERNATE_FLAG_MISMATCH,17692,NAFRN0000193,Front Nut of N7016.1 - 60 x 90 x 66,NRRBR0000103,NRRBR0000103,NORMAL,ALTERNATE,0,1,31,31,31,mm,mm,Round Bar EN9 100 MM,Round Bar EN9 100 MM,,PART,,I,B0000902,B0000902,29 mm,26435,1
NORMAL_ALTERNATE_FLAG_MISMATCH,5857,NAFRN0000194,Front Nut of N7016.1 - 65 x 95 x 66,NRRBR0000197,NRRBR0000197,NORMAL,ALTERNATE,0,1,31,31,31,mm,mm,Round Bar EN19 100 MM,Round Bar EN19 100 MM,,PART,,I,B0003390,B0003390,29 mm,34128,1
NORMAL_ALTERNATE_FLAG_MISMATCH,3086,NAFRN0000195,Front Nut of N7016.1 - 70 x 110 x 80,NRRBR0000118,NRRBR0000118,NORMAL,ALTERNATE,0,1,37,37,37,mm,mm,Round Bar EN9 120 MM,Round Bar EN9 120 MM,,PART,,I,B0001966,B0001966,35 mm,38382,1
NORMAL_ALTERNATE_FLAG_MISMATCH,317,NAFRN0000199,Front Nut of N7016.1 - 90 x 130 x 80,NRRBR0000002,NRRBR0000002,NORMAL,ALTERNATE,0,1,36/38,36,36,mm,mm,Round Bar EN19 140 MM,Round Bar EN19 140 MM,,PART,CUTTING SIZE - 38mm,I,B0000250,B0000250,34 mm,22189,1
NORMAL_ALTERNATE_FLAG_MISMATCH,2852,NAFRN0000201,Front Nut of N7016.1 - 100 x 145 x 102,NRRBR0000022,NRRBR0000022,NORMAL,ALTERNATE,0,1,44,44,44,mm,mm,Round Bar EN19 160 MM,Round Bar EN19 160 MM,,PART,,I,B0001779,B0001779,42 mm,23255,1
NORMAL_ALTERNATE_FLAG_MISMATCH,2934,NAFRN0000202,Front Nut of N7016.1 - 110 x 155 x 102,NRRBR0000197,NRRBR0000197,NORMAL,ALTERNATE,0,1,87,87,87,mm,mm,Round Bar EN19 100 MM,Round Bar EN19 100 MM,,PART,,I,B0001834,B0001834,85 mm,33499,1
QUANTITY_MISMATCH,4114,NAFRN0000205,Front Nut of N7016.1 - 140 x 190 x 116,NRRBR0000002,NRRBR0000002,NORMAL,NORMAL,0,0,75/76,75,76,mm,mm,Round Bar EN19 140 MM,Round Bar EN19 140 MM,,PART,CUTTING SIZE - 38mm,I,B0002615,B0002615,74 mm,23679,1
NORMAL_ALTERNATE_FLAG_MISMATCH | QUANTITY_MISMATCH,3210,NAFRN0000206,Front Nut of N7016.1 - 150 x 200 x 116,NRRBR0000002,NRRBR0000002 / NRRBR0000209,ALTERNATE,NORMAL,1,0,85/73,85,84,mm,mm,Round Bar EN19 140 MM,Round Bar EN19 140 MM,,PART,CUTTING SIZE - 38mm,I,B0002067,,82 mm,23421,1
NORMAL_ALTERNATE_FLAG_MISMATCH,3215,NAFRN0000206,Front Nut of N7016.1 - 150 x 200 x 116,NRRBR0000002,NRRBR0000002 / NRRBR0000209,ALTERNATE,NORMAL,1,0,84/73,84,84,mm,mm,Round Bar EN19 140 MM,Round Bar EN19 140 MM,,PART,CUTTING SIZE - 38mm,I,B0002067,,82 mm,23421,1
NORMAL_ALTERNATE_FLAG_MISMATCH,3210,NAFRN0000206,Front Nut of N7016.1 - 150 x 200 x 116,NRRBR0000209,NRRBR0000002 / NRRBR0000209,NORMAL,ALTERNATE,0,1,85/73,73,73,mm,mm,Round Bar EN19 140 MM,Round Bar 4140 140 MM,,PART,,I,B0002067,,71 mm,38384,1
NORMAL_ALTERNATE_FLAG_MISMATCH,2709,NAFRN0000207,Front Nut of N7016.1 - 160 x 210 x 116,NRRBR0000002,NRRBR0000002 / NRRBR0000207,ALTERNATE,NORMAL,1,0,89/76,89,89,mm,mm,Round Bar EN19 140 MM,Round Bar EN19 140 MM,,PART,CUTTING SIZE - 38mm,I,B0001693,,87 mm,33413,1
NORMAL_ALTERNATE_FLAG_MISMATCH,2709,NAFRN0000207,Front Nut of N7016.1 - 160 x 210 x 116,NRRBR0000207,NRRBR0000002 / NRRBR0000207,NORMAL,ALTERNATE,0,1,89/76,76,76,mm,mm,Round Bar EN19 140 MM,Round Bar 4140 150 mm,,PART,,I,B0001693,B0001693,74 mm,23182,1
QUANTITY_MISMATCH,2926,NAFRN0000208,Front Nut of N7016.1 - 170 x 225 x 149,NRRBR0000022,NRRBR0000022,NORMAL,NORMAL,0,0,89/93,89,93,mm,mm,Round Bar EN19 160 MM,Round Bar EN19 160 MM,,PART,,I,B0001829,B0001829,91 mm,23298,1
NORMAL_ALTERNATE_FLAG_MISMATCH,14746,NAFRN0000219,Front Nut of N7016.1 - 360 x 455 x 203,NRFRG0000190,NRFRG0000190,NORMAL,ALTERNATE,0,1,1,1,1,Nos.,Nos.,Forged ring EN19 454x356x62,Forged ring EN19 454x356x62,,PART,,I,B0007470,B0007470,,35402,1
UOM_MISMATCH,17198,NAFRN0000371,Front Nut of N500 ID 35 x OD 75,NRRBR0000124,NRRBR0000124,NORMAL,NORMAL,0,0,31,31,31,mm,Kg.,Round Bar EN19 85 MM,Round Bar EN19 85 MM,,PART,,I,B0008430,B0008430,,35596,1
UOM_MISMATCH,6095,NAFRN0000372,Front Nut of N500 - 38 x 75 x 75,NRRBR0000124,NRRBR0000124,NORMAL,NORMAL,0,0,31,31,31,mm,Kg.,Round Bar EN19 85 MM,Round Bar EN19 85 MM,,PART,,I,B0008609,B0008609,,26427,1
NORMAL_ALTERNATE_FLAG_MISMATCH,3689,NAFRN0000379,Front Nut of N500 - 60 x 100 x 85,NRRBR0000103,NRRBR0000103,NORMAL,ALTERNATE,0,1,137,137,137,mm,mm,Round Bar EN9 100 MM,Round Bar EN9 100 MM,,PART,,I,B0002370,B0002370,135 mm,23563,1
QUANTITY_MISMATCH,14403,NAFRN0000393,Front Nut of N4091 - 240 x 405 x 144,NRRBR0000141,NRRBR0000141,NORMAL,NORMAL,0,0,209/206,206,209,mm,mm,Round Bar EN19 230 MM,Round Bar EN19 230 MM,,PART,,I,B0007328,B0007328,207 mm,29447,1
EXTRA_DB_RAW_MATERIAL_LINK,,NAFRN0000394,Front Nut of N4091 - 260 x 430 x 160,NRFRG0000029,,,NORMAL,,0,,,1,,Nos.,,Forged ring EN9 433X262X76,,PART,,I,,,,38388,1
NORMAL_ALTERNATE_FLAG_MISMATCH,2687,NAFRN0000409,Front Nut of N4071 - 110 x 185 x 50,NRRBR0000002,NRRBR0000199 / NRRBR0000002,NORMAL,ALTERNATE,0,1,64/54,54,54,mm,mm,Round Bar EN19 130 MM / Round Bar EN19 140 MM,Round Bar EN19 140 MM,,PART,CUTTING SIZE - 38mm,I,B0001678,B0001678,52 mm,30225,1
NORMAL_ALTERNATE_FLAG_MISMATCH,2687,NAFRN0000409,Front Nut of N4071 - 110 x 185 x 50,NRRBR0000199,NRRBR0000199 / NRRBR0000002,ALTERNATE,NORMAL,1,0,64/54,64,64,mm,mm,Round Bar EN19 130 MM / Round Bar EN19 140 MM,Round Bar EN19 130 MM,,PART,,I,B0001678,,62 mm,28979,1
QUANTITY_MISMATCH,2809,NAFRN0000415,Front Nut of N4071 - 155 x 265 x 64.5,NRRBR0000140,NRRBR0000140,NORMAL,NORMAL,0,0,76/74,74,76,mm,mm,Round Bar EN19 180 MM,Round Bar EN19 180 MM,,PART,,I,B0001755,B0001755,74 mm,28987,1
NORMAL_ALTERNATE_FLAG_MISMATCH,24486,NAFRN0000417,Front Nut of N4071 - 165 x 290 x 71,NRRBR0000110,NRRBR0000110,NORMAL,ALTERNATE,0,1,132,132,132,mm,mm,Round Bar EN9 150 MM,Round Bar EN9 150 MM,,PART,,I,B0002241,B0002241,130 mm,639,1
QUANTITY_MISMATCH,2379,NAFRN0000421,Front Nut of N4071 - 185 x 330 x 86,NRRBR0000027,NRRBR0000027,NORMAL,NORMAL,0,0,98/96,96,98,mm,mm,Round Bar EN19 220 MM,Round Bar EN19 220 MM,,PART,,I,B0001479,B0001479,96 mm,28947,1
QUANTITY_MISMATCH,3486,NAFRN0000424,Front Nut of N4071 - 200 x 350 x 86,NRRBR0000027,NRRBR0000027,NORMAL,NORMAL,0,0,109/105,105,109,mm,mm,Round Bar EN19 220 MM,Round Bar EN19 220 MM,,PART,,I,B0002236,B0002236,107 mm,29038,1
EXTRA_DB_RAW_MATERIAL_LINK,,NAFRN0000426,Front Nut of N4071 - 240 x 405 x 109,NRFRG0000179,,,NORMAL,,0,,,1,,Nos.,,Forged ring EN19 409X244X54,,PART,,I,,,,38383,1
EXTRA_DB_RAW_MATERIAL_LINK,,NAFRN0000428,Front Nut of N4071 - 280 x 460 x 134,NRFRG0000168,,,ALTERNATE,,1,,,1,,Nos.,,Forged ring EN19 464X284X65,,PART,,I,,,,36200,1
EXTRA_DB_RAW_MATERIAL_LINK,,NAFRN0000430,Front Nut of N4071 - 320 x 520 x 142,NRFRG0000151,,,ALTERNATE,,1,,,1,,Nos.,,Forged ring EN19 524X324X69,,PART,,I,,,,36226,1
NORMAL_ALTERNATE_FLAG_MISMATCH,16951,NAFRN0000437,Front Nut of N4071 - 420 x 690 x 188,NRFRG0000092,NRFRG0000092,NORMAL,ALTERNATE,0,1,1,1,1,Nos.,Nos.,Forged ring EN19 694x423x90,Forged ring EN19 694x423x90,,PART,,I,B0003033,B0003033,,38389,1
UOM_MISMATCH,414,NAFRN0000470,Front Nut of N500.s - 50 x 80 x 75,NRRBR0000124,NRRBR0000124,NORMAL,NORMAL,0,0,31,31,31,mm,Kg.,Round Bar EN19 85 MM,Round Bar EN19 85 MM,,PART,,I,B0000323,B0000323,,22319,1
NORMAL_ALTERNATE_FLAG_MISMATCH,3082,NAFRN0000478,Front Nut of N7016.1.sp - ID 200 x OD 305,NRRBR0000141,NRRBR0000227 / NRRBR0000141,NORMAL,ALTERNATE,0,1,118/100,100,100,mm,mm,Round Bar EN19 210 mm / Round Bar EN19 230 MM,Round Bar EN19 230 MM,,PART,,I,B0001961,,98 mm,38381,1
NORMAL_ALTERNATE_FLAG_MISMATCH,3082,NAFRN0000478,Front Nut of N7016.1.sp - ID 200 x OD 305,NRRBR0000227,NRRBR0000227 / NRRBR0000141,ALTERNATE,NORMAL,1,0,118/100,118,118,mm,mm,Round Bar EN19 210 mm / Round Bar EN19 230 MM,Round Bar EN19 210 mm,,PART,CUTTING SIZE - 16mm,I,B0001961,,116 mm,33566,1
NORMAL_ALTERNATE_FLAG_MISMATCH,5178,NAFRN0000503,"Front Nut of N7016.1.s - 3.188"" x 4.724"" x 3.071""",NRRBR0000198,NRRBR0000198,NORMAL,ALTERNATE,0,1,38,38,38,mm,mm,Round Bar 4140 130 MM,Round Bar 4140 130 MM,,PART,,I,B0003068,,36 mm,23894,1
NORMAL_ALTERNATE_FLAG_MISMATCH,5180,NAFRN0000504,"Rear Nut of N7016.1.s - 3.188"" x 4.724"" x 3.071""",NRRBR0000198,NRRBR0000198,NORMAL,ALTERNATE,0,1,38,38,38,mm,mm,Round Bar 4140 130 MM,Round Bar 4140 130 MM,,PART,,I,B0003069,,36 mm,23897,1
UOM_MISMATCH,9031,NAFRN0000537,Front Nut of N500-35sp ID 22/30 x OD 75,NRRBR0000124,NRRBR0000124,NORMAL,NORMAL,0,0,31,31,31,mm,Kg.,Round Bar EN19 85 MM,Round Bar EN19 85 MM,,PART,,I,B0004917,B0004917,,34640,1
UOM_MISMATCH,9887,NAFRN0000547,Front Nut of N4071.sp1 - 38 x 72 x 26,NRRBR0000124,NRRBR0000124,NORMAL,NORMAL,0,0,20,20,20,mm,Kg.,Round Bar EN19 85 MM,Round Bar EN19 85 MM,,PART,,I,B0005315,B0005315,,29276,1
QUANTITY_MISMATCH,10209,NAFRN0000549,Front Nut of N7515.sp1 - 125 x 180 x 79,NRRBR0000173,NRRBR0000173,NORMAL,NORMAL,0,0,77/74,74,77,mm,mm,Round Bar EN19 120 MM,Round Bar EN19 120 MM,,PART,,I,B0005489,B0005489,75 mm,25035,1
UOM_MISMATCH,13443,NAFRN0000587,Front Nut of N500 ID (30 - 35 )75x OD 75,NRRBR0000124,NRRBR0000124,NORMAL,NORMAL,0,0,31,31,31,mm,Kg.,Round Bar EN19 85 MM,Round Bar EN19 85 MM,,PART,,I,B0006918,B0006918,,35229,1
UOM_MISMATCH,17063,NAFRN0000616,Nut of N280 - 50 x 73 x 90.5,NRRBR0000124,NRRBR0000124,NORMAL,NORMAL,0,0,39,39,39,mm,Kg.,Round Bar EN19 85 MM,Round Bar EN19 85 MM,,PART,,I,B0008424,B0008424,,26306,1
UOM_MISMATCH,17722,NAFRN0000632,Front Nut of N7116 ID 45 x OD 75,NRRBR0000124,NRRBR0000124,NORMAL,NORMAL,0,0,24,24,24,mm,Kg.,Round Bar EN19 85 MM,Round Bar EN19 85 MM,,PART,,I,B0008637,B0008637,,35675,1
NORMAL_ALTERNATE_FLAG_MISMATCH,18950,NAFRN0000641,Front Nut of N7515.sp1 - 175 x 230 x 92,NRRBR0000009,NRRBR0000009,NORMAL,ALTERNATE,0,1,105,105,105,mm,mm,Round Bar EN19 125 MM,Round Bar EN19 125 MM,,PART,,I,B0009151,B0009151,103 mm,35806,1
NORMAL_ALTERNATE_FLAG_MISMATCH,23707,NAFRN0000689,Front Nut of N4051.sp1 - 232 x 280 x 35,NRRBR0000004,NRRBR0000028 / NRRBR0000004,NORMAL,ALTERNATE,0,1,51/50,50,50,mm,mm,Round Bar EN24 150 MM,Round Bar EN19 150 MM,,PART,,I,B0011200,,48 mm,38422,1
NORMAL_ALTERNATE_FLAG_MISMATCH,23707,NAFRN0000689,Front Nut of N4051.sp1 - 232 x 280 x 35,NRRBR0000028,NRRBR0000028 / NRRBR0000004,ALTERNATE,NORMAL,1,0,51/50,51,51,mm,mm,Round Bar EN24 150 MM,Round Bar EN24 150 MM,,PART,,I,B0011200,,49 mm,29952,1
UOM_MISMATCH,34881,NAFRN0000833,"Front Nut of N7016.1 in - 1.625"" x 2.953"" x 2.126""",NRRBR0000124,NRRBR0000124,NORMAL,NORMAL,0,0,26,26,26,mm,Kg.,Round Bar EN19 85 MM,Round Bar EN19 85 MM,,PART,,I,B0015619,B0015619,,38572,1
QUANTITY_MISMATCH,439,NAINR0000029,Inner Ring of N7012 - 160 x 210 x 38,NRRBR0000103,NRRBR0000103,NORMAL,NORMAL,0,0,84/81,81,84,mm,mm,Round Bar EN9 100 MM,Round Bar EN9 100 MM,,PART,,I,B0000342,B0000342,82 mm,22362,1
NORMAL_ALTERNATE_FLAG_MISMATCH,1937,NAINR0000032,Inner Ring of N7012 - 190 x 250 x 52,NRRBR0000006,NRRBR0000006,NORMAL,ALTERNATE,0,1,104,104,104,mm,mm,Round Bar EN19 110 MM,Round Bar EN19 110 MM,,PART,,I,B0001197,B0001197,102 mm,33000,1
NORMAL_ALTERNATE_FLAG_MISMATCH,1892,NAINR0000035,Inner Ring of N7012 - 240 x 305 x 56,NRRBR0000110,NRRBR0000110,NORMAL,ALTERNATE,0,1,76/91,76,76,mm,mm,Round Bar EN9 150 MM,Round Bar EN9 150 MM,,PART,,I,B0001175,B0001175,74 mm,32955,1
QUANTITY_MISMATCH,1896,NAINR0000035,Inner Ring of N7012 - 240 x 305 x 56,NRRBR0000110,NRRBR0000132 / NRRBR0000110,ALTERNATE,ALTERNATE,1,1,90/91,91,76,mm,mm,Round Bar EN9 150 MM,Round Bar EN9 150 MM,,PART,,I,B0001175,B0001175,74 mm,32955,1
